year,pubpriv,hiqual,degree,sex,age,occ1_lab,rwage,ln_wage
2003.0,Private,Degree or equivalent,1.0,Female,48.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",35.06751836655886,3.2931405703586356
2004.0,Public,Other qualifications,0.0,Male,36.0,SKILLED TRADE OCCUPATIONS,14.473094977578912,3.303645286297093
2016.0,Private,GCSE grades A-C or equiv,0.0,Male,46.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,43.40781751866439,3.7530523220516656
2020.0,Private,GCE A Level or equiv,0.0,Male,33.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",6.767001889605327,2.3474297908124013
2002.0,Public,Degree or equivalent,1.0,Male,52.0,PROFESSIONAL OCCUPATIONS,11.826300052747827,2.236732612687748
2003.0,Private,GCSE grades A-C or equiv,0.0,Male,20.0,"PROCESS, PLANT AND MACHINE OPERATIVES",-50.82033619844816,0.9400248205626545
2005.0,Private,Degree or equivalent,1.0,Female,25.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.388213171701583,1.8656915728715568
2018.0,Private,GCE A Level or equiv,0.0,Male,46.0,"PROCESS, PLANT AND MACHINE OPERATIVES",21.107275620785444,2.8720547836745505
2017.0,Private,GCE A Level or equiv,0.0,Female,62.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",19.201211453023348,3.009582846315064
2013.0,Public,Degree or equivalent,1.0,Female,35.0,PROFESSIONAL OCCUPATIONS,22.353829530464115,3.0677662949713023
2008.0,Private,GCSE grades A-C or equiv,0.0,Female,41.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",4.787774418923679,1.7160798871134708
2004.0,Private,GCE A Level or equiv,0.0,Female,29.0,PROFESSIONAL OCCUPATIONS,21.942439635858957,3.087193015341936
2010.0,Private,GCE A Level or equiv,0.0,Male,30.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",5.3723199158026755,2.0452961637863454
2004.0,Private,Degree or equivalent,1.0,Female,36.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",15.943112234818633,2.875153407574888
2020.0,Private,GCSE grades A-C or equiv,0.0,Female,41.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,21.129751483955857,2.6253916113950018
2002.0,Private,GCSE grades A-C or equiv,0.0,Male,17.0,"PROCESS, PLANT AND MACHINE OPERATIVES",3.6671523433783895,1.30477335053399
2009.0,Private,GCE A Level or equiv,0.0,Male,52.0,SKILLED TRADE OCCUPATIONS,8.908763726023587,2.3922605009262625
2020.0,Public,GCSE grades A-C or equiv,0.0,Female,38.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",18.34385266999504,2.8636407032974396
2011.0,Private,Other qualifications,0.0,Male,62.0,SKILLED TRADE OCCUPATIONS,15.241691323589803,2.8624150531839554
2018.0,Private,Degree or equivalent,1.0,Male,51.0,PROFESSIONAL OCCUPATIONS,40.29751572658097,3.3683926099589176
2006.0,Private,GCSE grades A-C or equiv,0.0,Male,57.0,ELEMENTARY OCCUPATIONS,9.094504083096236,2.405132743354949
2017.0,Public,GCE A Level or equiv,0.0,Female,48.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.533194514878375,2.0544873025050645
2017.0,Private,No qualification,0.0,Male,59.0,ELEMENTARY OCCUPATIONS,0.23356830725287914,1.8410241968311611
2003.0,Private,No qualification,0.0,Male,37.0,SKILLED TRADE OCCUPATIONS,12.970351975977522,2.4621501956378102
2008.0,Public,GCSE grades A-C or equiv,0.0,Female,35.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,-1.0854986388925933,2.1684824690592253
2009.0,Private,Degree or equivalent,1.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,18.059888406665596,2.8170550312285925
2014.0,Private,GCE A Level or equiv,0.0,Male,33.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.618417030966425,2.2274796597307747
2015.0,Private,GCSE grades A-C or equiv,0.0,Female,25.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.475247327718638,1.447755630246278
2017.0,Private,Degree or equivalent,1.0,Female,22.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,4.078515720037259,1.4942475565040185
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,16.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.24846122186123,1.179471177071589
2011.0,Public,Degree or equivalent,1.0,Female,54.0,PROFESSIONAL OCCUPATIONS,24.399333812622224,3.4642958758123212
2010.0,Private,Higher education,0.0,Female,39.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",8.003855246891456,2.262504525819937
2006.0,Public,Higher education,0.0,Female,47.0,PROFESSIONAL OCCUPATIONS,9.05760509997518,2.374505771298756
2016.0,Private,Degree or equivalent,1.0,Female,27.0,PROFESSIONAL OCCUPATIONS,6.101269536017345,2.0356980993050686
2009.0,Private,GCE A Level or equiv,0.0,Female,58.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",24.16440958803608,3.1487028809550366
2003.0,Private,Degree or equivalent,1.0,Male,36.0,SKILLED TRADE OCCUPATIONS,21.194516477209966,2.86844604867259
2004.0,Private,GCSE grades A-C or equiv,0.0,Male,23.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.347788302411293,1.3376035949507021
2007.0,Private,No qualification,0.0,Female,58.0,ELEMENTARY OCCUPATIONS,5.023520465596023,1.4109845898206261
2013.0,Private,GCSE grades A-C or equiv,0.0,Male,28.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",10.054860329274991,1.6901740952288051
2006.0,Private,Degree or equivalent,1.0,Female,39.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,20.80364141210932,2.8695975558974354
2014.0,Private,GCE A Level or equiv,0.0,Female,22.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,13.710101459457741,2.170974445227337
2005.0,Private,Degree or equivalent,1.0,Female,55.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,40.467291361058074,3.792009532638418
2006.0,Private,Degree or equivalent,1.0,Male,39.0,PROFESSIONAL OCCUPATIONS,14.861772020922386,3.149708219906082
2006.0,Private,GCE A Level or equiv,0.0,Male,55.0,SKILLED TRADE OCCUPATIONS,13.26153640484803,2.1408023615624345
2013.0,Public,Degree or equivalent,1.0,Female,40.0,PROFESSIONAL OCCUPATIONS,24.381925645778267,3.079322544619023
2017.0,Private,Degree or equivalent,1.0,Male,30.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",17.824631568811267,2.6675758249375945
2009.0,Public,Degree or equivalent,1.0,Female,56.0,PROFESSIONAL OCCUPATIONS,10.084374993205902,2.5407568827164306
2002.0,Private,Degree or equivalent,1.0,Male,75.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",3.049564340644384,2.3774246762163984
2018.0,Private,GCE A Level or equiv,0.0,Female,47.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,16.116163202411293,2.8378518504680414
2004.0,Public,Degree or equivalent,1.0,Male,47.0,PROFESSIONAL OCCUPATIONS,15.532219623888512,2.9409537839449866
2006.0,Private,Degree or equivalent,1.0,Male,39.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.521182407333328,2.55515686821158
2002.0,Private,GCE A Level or equiv,0.0,Female,27.0,"PROCESS, PLANT AND MACHINE OPERATIVES",18.470581621379146,2.719598959586257
2018.0,Private,Other qualifications,0.0,Male,47.0,ELEMENTARY OCCUPATIONS,4.094402552308399,1.6673779890245761
2012.0,Private,GCE A Level or equiv,0.0,Male,45.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,40.44260441218911,3.795399030854969
2002.0,Private,GCE A Level or equiv,0.0,Male,47.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,3.9112496154516467,1.8752980734421651
2008.0,Public,GCE A Level or equiv,0.0,Female,40.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",10.184161020180934,1.495486739675269
2014.0,Private,GCE A Level or equiv,0.0,Male,43.0,"PROCESS, PLANT AND MACHINE OPERATIVES",8.884980353378367,2.1344595631861827
2010.0,Public,GCSE grades A-C or equiv,0.0,Female,54.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,-3.6754605883163283,1.5403792427885272
2013.0,Private,GCE A Level or equiv,0.0,Female,32.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,-27.416947637009514,1.2810788265417168
2005.0,Private,GCSE grades A-C or equiv,0.0,Male,51.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",16.399432755383277,2.185964560687097
2011.0,Private,Other qualifications,0.0,Female,61.0,ELEMENTARY OCCUPATIONS,4.275939977587283,1.627085991465833
2012.0,Private,GCE A Level or equiv,0.0,Male,55.0,"PROCESS, PLANT AND MACHINE OPERATIVES",16.887517057522665,2.7008480592333757
2006.0,Private,No qualification,0.0,Female,58.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,2.078413318447975,1.1830291744604273
2009.0,Private,Degree or equivalent,1.0,Male,42.0,PROFESSIONAL OCCUPATIONS,11.07004496273374,2.8542074247158244
2017.0,Private,GCE A Level or equiv,0.0,Male,40.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",42.79013720051864,3.806947750333869
2006.0,Private,GCE A Level or equiv,0.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,2.3292849882317608,1.6487293033045078
2008.0,Private,GCE A Level or equiv,0.0,Male,58.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,20.26436847742633,2.9374703950983916
2003.0,Private,GCE A Level or equiv,0.0,Female,31.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",2.331891021254733,1.3701442828848567
2014.0,Private,Higher education,0.0,Female,40.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.350877158179201,1.8848651457533985
2014.0,Private,GCSE grades A-C or equiv,0.0,Female,45.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.747384120252715,2.1398499785141514
2012.0,Private,Degree or equivalent,1.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,9.691657457739538,2.1700046776133823
2018.0,Private,Degree or equivalent,1.0,Male,30.0,PROFESSIONAL OCCUPATIONS,19.45667470892389,2.7761701658011946
2002.0,Private,GCSE grades A-C or equiv,0.0,Female,53.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,5.835803275027699,1.8911327247494305
2013.0,Private,GCSE grades A-C or equiv,0.0,Female,36.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,16.675838582838306,2.5278222807197697
2018.0,Private,GCE A Level or equiv,0.0,Male,26.0,SKILLED TRADE OCCUPATIONS,8.939557903122985,2.021356803048273
2014.0,Private,Higher education,0.0,Female,41.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",10.699131141432849,2.17825101585451
2002.0,Public,Degree or equivalent,1.0,Female,29.0,PROFESSIONAL OCCUPATIONS,12.75290303901997,2.591230173754695
2016.0,Private,No qualification,0.0,Male,54.0,"PROCESS, PLANT AND MACHINE OPERATIVES",12.749381204034071,2.518272236873857
2008.0,Private,Other qualifications,0.0,Male,43.0,"PROCESS, PLANT AND MACHINE OPERATIVES",12.852436399985855,2.529514677300868
2002.0,Private,GCE A Level or equiv,0.0,Male,58.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,21.32285933526902,2.620876675818991
2006.0,Public,Degree or equivalent,1.0,Female,46.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",8.671731846608814,2.5108964062802563
2017.0,Public,GCSE grades A-C or equiv,0.0,Female,59.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.606625915799626,2.3179758273901667
2010.0,Private,GCE A Level or equiv,0.0,Female,24.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",4.780558197987168,1.181901432973344
2008.0,Private,Degree or equivalent,1.0,Male,35.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,17.383688835490776,2.680635168801522
2012.0,Private,No qualification,0.0,Male,24.0,"PROCESS, PLANT AND MACHINE OPERATIVES",0.8294990957406378,1.084394056545814
2007.0,Public,Degree or equivalent,1.0,Female,23.0,PROFESSIONAL OCCUPATIONS,19.03208646495214,2.6660480626929726
2002.0,Private,Degree or equivalent,1.0,Male,48.0,PROFESSIONAL OCCUPATIONS,25.2063892226542,3.406001265930966
2002.0,Public,Degree or equivalent,1.0,Male,68.0,PROFESSIONAL OCCUPATIONS,23.686184998497193,2.9145375019257487
2017.0,Private,GCSE grades A-C or equiv,0.0,Female,21.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,5.777516946516332,1.5918145658088834
2012.0,Private,GCSE grades A-C or equiv,0.0,Male,58.0,ELEMENTARY OCCUPATIONS,9.183605648362924,2.082229569104417
2018.0,Private,Other qualifications,0.0,Male,35.0,"PROCESS, PLANT AND MACHINE OPERATIVES",4.027921138712278,0.7469020579630807
2005.0,Private,GCE A Level or equiv,0.0,Male,27.0,SKILLED TRADE OCCUPATIONS,13.003151356339778,2.593692570553217
2002.0,Private,GCE A Level or equiv,0.0,Female,42.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.124320336810394,2.4697352169307787
2017.0,Public,GCE A Level or equiv,0.0,Male,46.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,21.463283433490126,2.5694384024110453
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,58.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.868505545820739,2.280053227607764
2020.0,Public,GCSE grades A-C or equiv,0.0,Female,39.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",15.145639728282642,2.417551902886435
2004.0,Private,Other qualifications,0.0,Female,51.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",13.199038330381157,2.7479611199523784
2006.0,Private,GCE A Level or equiv,0.0,Male,28.0,ELEMENTARY OCCUPATIONS,15.103115898447896,2.649137101098657
2015.0,Public,Degree or equivalent,1.0,Female,24.0,PROFESSIONAL OCCUPATIONS,11.059028406681863,2.310136337431511
2007.0,Public,GCE A Level or equiv,0.0,Female,30.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,6.061826509202847,1.7387103836624118
2007.0,Public,GCE A Level or equiv,0.0,Female,27.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.466610980858805,2.3190489751333456
2016.0,Private,Other qualifications,0.0,Male,54.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",24.083702506025933,2.678553100130563
2008.0,Private,Degree or equivalent,1.0,Female,23.0,ELEMENTARY OCCUPATIONS,11.948169806281367,2.2200002217103876
2009.0,Private,Degree or equivalent,1.0,Female,29.0,PROFESSIONAL OCCUPATIONS,14.612130204327386,2.6596981108073936
2003.0,Private,Higher education,0.0,Female,48.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,19.478234935556568,2.7809964332018398
2016.0,Private,Other qualifications,0.0,Female,61.0,ELEMENTARY OCCUPATIONS,8.718534705591031,1.9086512638468518
2007.0,Private,GCSE grades A-C or equiv,0.0,Female,17.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.386394534951153,0.9012981393305141
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,43.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",10.467487897467755,2.233233323295842
2012.0,Private,GCSE grades A-C or equiv,0.0,Male,51.0,"PROCESS, PLANT AND MACHINE OPERATIVES",28.49332204744068,3.3445540501429485
2015.0,Private,Other qualifications,0.0,Male,64.0,ELEMENTARY OCCUPATIONS,4.308384503880262,1.3636411467544707
2005.0,Private,Degree or equivalent,1.0,Female,37.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,6.906743552557373,2.7104652007286107
2009.0,Private,GCE A Level or equiv,0.0,Female,43.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.089333913037217,2.274857372078005
2002.0,Public,Other qualifications,0.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.833600090211409,2.431444018447291
2009.0,Private,Degree or equivalent,1.0,Male,61.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,27.999845849565375,3.3809202053402077
2015.0,Private,GCE A Level or equiv,0.0,Female,35.0,SKILLED TRADE OCCUPATIONS,3.5832914070719912,1.256947470740672
2007.0,Private,Higher education,0.0,Male,21.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",13.726574209318377,2.443616564267886
2002.0,Public,Degree or equivalent,1.0,Female,41.0,PROFESSIONAL OCCUPATIONS,28.943589915369785,3.4222344451795546
2004.0,Private,Degree or equivalent,1.0,Female,22.0,PROFESSIONAL OCCUPATIONS,11.641288796185204,2.2772820372670073
2019.0,Private,Higher education,0.0,Male,42.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",22.709883196303704,2.424622635310396
2007.0,Private,GCSE grades A-C or equiv,0.0,Female,43.0,"PROCESS, PLANT AND MACHINE OPERATIVES",7.271352349168072,1.6511021187757269
2014.0,Public,GCSE grades A-C or equiv,0.0,Female,52.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.147095366970168,1.944920692183381
2003.0,Public,GCSE grades A-C or equiv,0.0,Male,59.0,SKILLED TRADE OCCUPATIONS,32.999609226149325,2.3626510796801523
2020.0,Private,GCE A Level or equiv,0.0,Male,27.0,"PROCESS, PLANT AND MACHINE OPERATIVES",6.149830387538761,1.8632398413440172
2016.0,Private,No qualification,0.0,Female,37.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.498147642146048,1.7215315777461828
2003.0,Private,Degree or equivalent,1.0,Male,36.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",18.5907447540881,2.3569693565723853
2009.0,Private,GCE A Level or equiv,0.0,Male,38.0,SKILLED TRADE OCCUPATIONS,14.012846576320126,2.668251080758703
2004.0,Private,Higher education,0.0,Female,47.0,PROFESSIONAL OCCUPATIONS,36.64086289297326,3.6063590925858717
2002.0,Public,Degree or equivalent,1.0,Female,35.0,PROFESSIONAL OCCUPATIONS,17.695354636927902,2.751625269608187
2008.0,Private,Higher education,0.0,Female,61.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,18.451408935615483,2.6389056082439923
2006.0,Public,Degree or equivalent,1.0,Female,45.0,PROFESSIONAL OCCUPATIONS,33.532383967222465,3.2463786578870675
2004.0,Private,Other qualifications,0.0,Female,44.0,ELEMENTARY OCCUPATIONS,9.640702035388813,2.1601550528019167
2009.0,Private,Degree or equivalent,1.0,Male,45.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,56.35973993242659,4.262667314852053
2015.0,Private,Higher education,0.0,Female,49.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,20.37183540280177,2.6163765503938463
2017.0,Private,GCSE grades A-C or equiv,0.0,Female,57.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,24.03823315104156,3.360802719779932
2013.0,Private,GCSE grades A-C or equiv,0.0,Female,29.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.562207757725614,1.213855277440614
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,40.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,1.4382802210414631,1.023534126500391
2005.0,Public,Degree or equivalent,1.0,Female,56.0,PROFESSIONAL OCCUPATIONS,27.256708138816087,3.134597763017465
2008.0,Private,GCE A Level or equiv,0.0,Female,28.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",14.764424852805902,2.7172620390422164
2002.0,Private,GCSE grades A-C or equiv,0.0,Male,49.0,ELEMENTARY OCCUPATIONS,12.23239989702323,2.347591059599038
2004.0,Public,GCSE grades A-C or equiv,0.0,Male,33.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.550324662715893,2.680029545139825
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,30.0,ELEMENTARY OCCUPATIONS,6.757812388736426,1.7167713182964297
2020.0,Private,Degree or equivalent,1.0,Male,52.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,20.270548255696493,3.083398310359373
2015.0,Public,GCE A Level or equiv,0.0,Female,43.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.980265982958262,2.2081182356406823
2005.0,Public,Degree or equivalent,1.0,Female,37.0,PROFESSIONAL OCCUPATIONS,14.119969780716847,2.593063979455352
2017.0,Public,Degree or equivalent,1.0,Female,46.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,6.701797830085926,1.9027475594002383
2003.0,Private,GCE A Level or equiv,0.0,Female,42.0,"PROCESS, PLANT AND MACHINE OPERATIVES",26.46131848503593,2.8431672901943434
2017.0,Private,Higher education,0.0,Female,49.0,ELEMENTARY OCCUPATIONS,8.987515649832066,1.8534363459947794
2012.0,Private,GCE A Level or equiv,0.0,Female,38.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.854863251380934,2.464936354526008
2009.0,Public,Degree or equivalent,1.0,Male,40.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.5450908597692,2.7444097116336508
2011.0,Private,Degree or equivalent,1.0,Male,36.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.879666023783905,1.9116469161511254
2006.0,Private,GCSE grades A-C or equiv,0.0,Male,40.0,ELEMENTARY OCCUPATIONS,11.066676741103349,2.4080793825307425
2017.0,Public,Degree or equivalent,1.0,Female,44.0,PROFESSIONAL OCCUPATIONS,28.653092579388467,3.1617090622768336
2016.0,Private,Degree or equivalent,1.0,Male,41.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",20.39108176055635,2.215364142745576
2008.0,Private,GCE A Level or equiv,0.0,Male,46.0,PROFESSIONAL OCCUPATIONS,23.821228332038917,3.0907339424765867
2019.0,Public,Other qualifications,0.0,Female,59.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,39.34399576689701,2.5514178172834834
2010.0,Private,GCE A Level or equiv,0.0,Female,50.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,9.416734536402657,2.0100718927156387
2017.0,Private,Degree or equivalent,1.0,Male,29.0,PROFESSIONAL OCCUPATIONS,9.782771528950338,2.664678439791918
2006.0,Public,Degree or equivalent,1.0,Male,56.0,PROFESSIONAL OCCUPATIONS,32.06876973001351,3.5110034232439835
2004.0,Private,No qualification,0.0,Female,48.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.448103451851404,1.9388888195572147
2010.0,Private,Other qualifications,0.0,Male,26.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,0.46894863663752595,1.320282248081814
2012.0,Private,GCE A Level or equiv,0.0,Female,47.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",11.475686894399672,2.4925806826401455
2003.0,Private,GCE A Level or equiv,0.0,Male,60.0,PROFESSIONAL OCCUPATIONS,-2.941198904954941,1.506462876352106
2008.0,Public,Degree or equivalent,1.0,Female,36.0,PROFESSIONAL OCCUPATIONS,13.971295539530104,2.2549607072894977
2014.0,Public,GCE A Level or equiv,0.0,Male,50.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.322757921603328,2.046290013515553
2002.0,Private,No qualification,0.0,Female,52.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,14.360774122448204,2.501100432512471
2017.0,Public,GCSE grades A-C or equiv,0.0,Female,58.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,4.1723330551251925,1.7359049891494576
